country,year,sex,suicides_no,suicides/100k,generation
Ireland,2001,female,0,0,Millenials
Ireland,2002,male,100,32.42,Generation X
Ireland,2002,male,89,27.33,Millenials
Ireland,2002,male,62,21.06,Silent
Ireland,2002,male,109,20.91,Boomers
Ireland,2002,male,7,9.7,Silent
Ireland,2002,female,19,6.15,Generation X
Ireland,2002,female,29,5.56,Boomers
Ireland,2002,female,14,4.62,Silent
Ireland,2002,female,14,4.43,Millenials
Ireland,2002,female,3,2.54,Silent
Ireland,2002,female,2,0.75,Millenials
Ireland,2002,male,1,0.35,Millenials
Ireland,2003,male,93,28.56,Millenials
Ireland,2003,male,135,25.51,Boomers
Ireland,2003,male,61,19.26,Generation X
Ireland,2003,male,57,18.71,Silent
Ireland,2003,male,10,13.59,Silent
Ireland,2003,female,37,6.97,Boomers
Ireland,2003,female,21,6.75,Silent
Ireland,2003,female,16,5.07,Generation X
Ireland,2003,female,15,4.73,Millenials
Ireland,2003,female,5,4.16,Silent
Ireland,2003,female,2,0.75,Millenials
Ireland,2003,male,2,0.71,Millenials
Ireland,2004,male,152,28.17,Boomers
Ireland,2004,male,86,26.51,Millenials
Ireland,2004,male,84,25.82,Generation X
Ireland,2004,male,60,19.11,Silent
Ireland,2004,male,7,9.29,Silent
Ireland,2004,female,31,5.74,Boomers
Ireland,2004,female,18,5.63,Silent
Ireland,2004,female,15,4.62,Generation X
Ireland,2004,female,8,2.54,Millenials
Ireland,2004,female,2,1.64,Silent
Ireland,2004,male,1,0.35,Millenials
Ireland,2004,female,0,0,Millenials
Ireland,2005,male,86,24.99,Generation X
Ireland,2005,male,80,24.78,Millenials
Ireland,2005,male,134,24.23,Boomers
Ireland,2005,male,59,18.25,Silent
Ireland,2005,female,21,6.22,Generation X
Ireland,2005,female,18,5.72,Millenials
Ireland,2005,female,17,5.16,Silent
Ireland,2005,female,27,4.91,Boomers
Ireland,2005,female,4,3.21,Silent
Ireland,2005,male,2,2.57,Silent
Ireland,2005,male,2,0.7,Millenials
Ireland,2005,female,1,0.37,Millenials
Ireland,2006,male,87,27.1,Millenials
Ireland,2006,male,86,23.45,Generation X
Ireland,2006,male,125,21.63,Boomers
Ireland,2006,male,61,18.32,Silent
Ireland,2006,male,11,13.81,Silent
Ireland,2006,female,18,5.35,Silent
Ireland,2006,female,30,5.29,Boomers
Ireland,2006,female,16,5.13,Millenials
Ireland,2006,female,12,3.37,Generation X
Ireland,2006,female,2,1.59,Silent
Ireland,2006,female,2,0.73,Millenials
Ireland,2006,male,2,0.69,Millenials
Ireland,2007,male,76,23.72,Millenials
Ireland,2007,male,91,23.5,Generation X
Ireland,2007,male,119,20.16,Boomers
Ireland,2007,male,61,18,Silent
Ireland,2007,male,8,9.86,Silent
Ireland,2007,female,45,7.76,Boomers
Ireland,2007,female,19,5.06,Generation X
Ireland,2007,female,15,4.79,Millenials
Ireland,2007,female,13,3.8,Silent
Ireland,2007,male,7,2.39,Generation Z
Ireland,2007,female,3,2.37,Silent
Ireland,2007,female,1,0.36,Generation Z
Ireland,2008,male,100,25.33,Generation X
Ireland,2008,male,142,23.58,Boomers
Ireland,2008,male,69,22.24,Millenials
Ireland,2008,male,66,18.94,Silent
Ireland,2008,female,25,8.13,Millenials
Ireland,2008,female,46,7.75,Boomers
Ireland,2008,female,27,7.66,Silent
Ireland,2008,male,6,7.19,Silent
Ireland,2008,female,18,4.63,Generation X
Ireland,2008,female,4,3.11,Silent
Ireland,2008,male,3,1,Generation Z
Ireland,2008,female,0,0,Generation Z
Ireland,2009,male,112,28.67,Generation X
Ireland,2009,male,158,25.84,Boomers
Ireland,2009,male,70,24.1,Millenials
Ireland,2009,male,74,20.65,Silent
Ireland,2009,female,27,6.85,Generation X
Ireland,2009,female,20,6.83,Millenials
Ireland,2009,female,23,6.34,Silent
Ireland,2009,male,5,5.8,Silent
Ireland,2009,female,33,5.46,Boomers
Ireland,2009,male,3,0.98,Generation Z
Ireland,2009,female,1,0.77,Silent
Ireland,2009,female,1,0.34,Generation Z
Ireland,2010,male,166,25.75,Generation X
Ireland,2010,male,67,22.19,Millenials
Ireland,2010,male,75,19.18,Generation X
Ireland,2010,male,66,17.01,Silent
Ireland,2010,male,9,10.27,Silent
Ireland,2010,female,25,6.33,Silent
Ireland,2010,female,38,5.95,Generation X
Ireland,2010,female,19,4.78,Generation X
Ireland,2010,female,11,3.71,Millenials
Ireland,2010,female,4,3.12,Silent
Ireland,2010,female,3,1.03,Generation Z
Ireland,2010,male,3,0.98,Generation Z
Ireland,2011,male,191,30.04,Generation X
Ireland,2011,male,100,27.03,Millenials
Ireland,2011,male,78,26.68,Millenials
Ireland,2011,male,78,20.55,Boomers
Ireland,2011,male,11,11.82,Silent
Ireland,2011,female,27,6.99,Millenials
Ireland,2011,female,38,5.99,Generation X
Ireland,2011,female,16,5.57,Millenials
Ireland,2011,female,15,3.91,Boomers
Ireland,2011,female,0,0,Generation Z
Ireland,2011,female,0,0,Silent
Ireland,2011,male,0,0,Generation Z
Ireland,2012,male,192,29.94,Generation X
Ireland,2012,male,89,25.09,Millenials
Ireland,2012,male,89,22.9,Boomers
Ireland,2012,male,59,21.08,Millenials
Ireland,2012,male,14,14.51,Silent
Ireland,2012,female,42,6.51,Generation X
Ireland,2012,female,16,5.85,Millenials
Ireland,2012,female,20,5.28,Millenials
Ireland,2012,female,15,3.81,Boomers
Ireland,2012,female,2,1.44,Silent
Ireland,2012,male,3,0.93,Generation Z
Ireland,2012,female,1,0.32,Generation Z
Ireland,2013,male,169,26.07,Generation X
Ireland,2013,male,102,25.64,Boomers
Ireland,2013,male,68,19.93,Millenials
Ireland,2013,male,44,16.11,Millenials
Ireland,2013,female,24,6.55,Millenials
Ireland,2013,female,42,6.43,Generation X
Ireland,2013,male,6,6.03,Silent
Ireland,2013,female,18,4.45,Boomers
Ireland,2013,female,9,3.46,Millenials
Ireland,2013,female,3,2.13,Silent
Ireland,2013,male,2,0.61,Generation Z
Ireland,2013,female,0,0,Generation Z
Ireland,2014,male,165,24.41,Generation X
Ireland,2014,male,80,23.67,Millenials
Ireland,2014,male,63,23.54,Millenials
Ireland,2014,male,81,19.21,Boomers
Ireland,2014,male,8,7.75,Silent
Ireland,2014,female,39,5.75,Generation X
Ireland,2014,female,20,5.66,Millenials
Ireland,2014,female,11,4.21,Millenials
Ireland,2014,female,15,3.47,Boomers
Ireland,2014,female,2,1.41,Silent
Ireland,2014,male,2,0.6,Generation Z
Ireland,2014,female,0,0,Generation Z
Israel,1985,male,24,36.04,G.I. Generation
Israel,1985,male,48,19.27,G.I. Generation
Israel,1985,female,10,13.25,G.I. Generation
Israel,1985,male,41,10.34,Silent
Israel,1985,female,28,9.63,G.I. Generation
Israel,1985,male,27,8.33,Boomers
Israel,1985,male,19,5.16,Generation X
Israel,1985,female,19,4.6,Silent
Israel,1985,female,11,3.39,Boomers
Israel,1985,female,7,2.02,Generation X
Israel,1985,female,0,0,Generation X
Israel,1985,male,0,0,Generation X
Israel,1986,male,28,39.83,G.I. Generation
Israel,1986,male,56,22.56,G.I. Generation
Israel,1986,female,14,17.54,G.I. Generation
Israel,1986,male,47,11.43,Silent
Israel,1986,female,32,10.97,G.I. Generation
Israel,1986,male,25,7.73,Boomers
Israel,1986,male,25,6.64,Generation X
Israel,1986,female,22,5.15,Silent
Israel,1986,female,16,4.51,Generation X
Israel,1986,female,12,3.7,Boomers
Israel,1986,male,1,0.22,Generation X
Israel,1986,female,0,0,Generation X
Israel,1987,male,32,43.84,G.I. Generation
Israel,1987,male,57,22.98,G.I. Generation
Israel,1987,female,18,21.56,G.I. Generation
Israel,1987,male,45,10.54,Silent
Israel,1987,male,33,10.21,Boomers
Israel,1987,female,24,8.19,G.I. Generation
Israel,1987,male,26,6.73,Generation X
Israel,1987,female,13,4.02,Boomers
Israel,1987,female,16,3.62,Silent
Israel,1987,female,7,1.92,Generation X
Israel,1987,female,0,0,Generation X
Israel,1987,male,0,0,Generation X
Israel,1988,male,23,30.59,G.I. Generation
Israel,1988,male,51,20.51,G.I. Generation
Israel,1988,female,14,15.89,G.I. Generation
Israel,1988,male,62,14.01,Silent
Israel,1988,male,41,12.66,Boomers
Israel,1988,female,30,10.22,G.I. Generation
Israel,1988,male,36,9.1,Generation X
Israel,1988,female,29,6.35,Silent
Israel,1988,female,8,2.48,Boomers
Israel,1988,female,8,2.14,Generation X
Israel,1988,male,1,0.21,Generation X
Israel,1988,female,0,0,Generation X
Israel,1989,male,45,58.06,G.I. Generation
Israel,1989,male,71,28.42,G.I. Generation
Israel,1989,female,25,27.03,G.I. Generation
Israel,1989,male,62,13.54,Silent
Israel,1989,male,43,13.16,Boomers
Israel,1989,female,33,11.23,G.I. Generation
Israel,1989,male,25,6.17,Generation X
Israel,1989,female,17,5.25,Boomers
Israel,1989,female,14,3.64,Generation X
Israel,1989,female,15,3.18,Silent
Israel,1989,male,2,0.42,Generation X
Israel,1989,female,1,0.22,Generation X
Israel,1990,male,29,36.25,G.I. Generation
Israel,1990,male,52,20.25,G.I. Generation
Israel,1990,male,48,14.28,Boomers
Israel,1990,male,61,12.67,Silent
Israel,1990,female,12,12.21,G.I. Generation
Israel,1990,female,23,7.58,G.I. Generation
Israel,1990,male,28,6.7,Generation X
Israel,1990,female,22,4.44,Silent
Israel,1990,female,14,4.21,Boomers
Israel,1990,female,13,3.26,Generation X
Israel,1990,male,2,0.41,Generation X
Israel,1990,female,0,0,Generation X
Israel,1991,male,35,41.87,G.I. Generation
Israel,1991,male,60,21.77,Silent
Israel,1991,female,20,18.89,G.I. Generation
Israel,1991,male,74,14.2,Boomers
Israel,1991,male,41,11.53,Boomers
Israel,1991,male,49,11.05,Generation X
Israel,1991,female,32,9.74,Silent
Israel,1991,female,27,5.02,Boomers
Israel,1991,female,9,2.56,Boomers
Israel,1991,female,9,2.12,Generation X
Israel,1991,male,3,0.59,Millenials
Israel,1991,female,0,0,Millenials
Israel,1992,male,27,31.99,G.I. Generation
Israel,1992,male,77,26.69,Silent
Israel,1992,male,74,13.53,Boomers
Israel,1992,female,14,12.76,G.I. Generation
Israel,1992,male,54,11.68,Generation X
Israel,1992,male,42,11.49,Boomers
Israel,1992,female,36,10.41,Silent
Israel,1992,female,17,4.71,Boomers
Israel,1992,female,24,4.24,Boomers
Israel,1992,female,11,2.48,Generation X
Israel,1992,male,4,0.77,Millenials
Israel,1992,female,1,0.2,Millenials
Israel,1993,male,38,44.86,G.I. Generation
Israel,1993,male,64,21.43,Silent
Israel,1993,female,18,16,G.I. Generation
Israel,1993,male,47,12.6,Boomers
Israel,1993,male,69,12.17,Boomers
Israel,1993,male,54,11.33,Generation X
Israel,1993,female,31,8.64,Silent
Israel,1993,female,29,4.94,Boomers
Israel,1993,female,13,3.53,Boomers
Israel,1993,female,7,1.53,Generation X
Israel,1993,female,1,0.2,Millenials
Israel,1993,male,0,0,Millenials
Israel,1994,male,39,45.35,G.I. Generation
Israel,1994,female,29,24.89,G.I. Generation
Israel,1994,male,56,18.2,Silent
Israel,1994,male,97,16.55,Boomers
Israel,1994,male,52,13.61,Boomers
Israel,1994,male,57,11.64,Generation X
Israel,1994,female,32,8.64,Silent
Israel,1994,female,16,4.25,Boomers
Israel,1994,female,25,4.11,Boomers
Israel,1994,female,8,1.7,Generation X
Israel,1994,male,3,0.56,Millenials
Israel,1994,female,2,0.39,Millenials
Israel,1995,male,33,37.16,G.I. Generation
Israel,1995,female,27,22.17,G.I. Generation
Israel,1995,male,63,20.01,Silent
Israel,1995,male,72,11.86,Boomers
Israel,1995,male,49,9.77,Generation X
Israel,1995,male,38,9.66,Generation X
Israel,1995,female,28,7.38,Silent
Israel,1995,female,20,4.16,Generation X
Israel,1995,female,22,3.49,Boomers
Israel,1995,female,4,1.03,Generation X
Israel,1995,male,3,0.55,Millenials
Israel,1995,female,1,0.19,Millenials
Israel,1996,male,39,40.54,G.I. Generation
Israel,1996,male,50,15.34,Silent
Israel,1996,female,20,15.31,G.I. Generation
Israel,1996,male,38,9.74,Generation X
Israel,1996,male,57,9.11,Boomers
Israel,1996,male,44,8.58,Generation X
Israel,1996,female,16,4.05,Silent
Israel,1996,female,21,3.19,Boomers
Israel,1996,female,9,2.28,Generation X
Israel,1996,female,9,1.83,Generation X
Israel,1996,male,3,0.54,Millenials
Israel,1996,female,0,0,Millenials
Israel,1997,male,44,44.04,G.I. Generation
Israel,1997,male,55,16.67,Silent
Israel,1997,female,21,15.38,G.I. Generation
Israel,1997,male,83,12.83,Boomers
Israel,1997,male,66,12.61,Generation X
Israel,1997,male,51,12.58,Generation X
Israel,1997,female,20,4.99,Silent
Israel,1997,female,13,3.19,Generation X
Israel,1997,female,16,2.34,Boomers
Israel,1997,female,8,1.6,Generation X
Israel,1997,male,2,0.35,Millenials
Israel,1997,female,0,0,Millenials
Israel,1998,male,33,31.91,G.I. Generation
Israel,1998,male,55,16.5,Silent
Israel,1998,female,15,10.43,G.I. Generation
Israel,1998,male,42,9.97,Generation X
Israel,1998,male,52,9.73,Generation X
Israel,1998,male,55,8.23,Boomers
Israel,1998,female,21,5.21,Silent
Israel,1998,female,19,2.69,Boomers
Israel,1998,female,13,2.54,Generation X
Israel,1998,female,10,2.37,Generation X
Israel,1998,male,2,0.35,Millenials
Israel,1998,female,1,0.18,Millenials
Israel,1999,male,31,29.01,G.I. Generation
Israel,1999,male,105,15.22,Boomers
Israel,1999,male,43,12.69,Silent
Israel,1999,male,62,11.39,Generation X
Israel,1999,male,50,11.39,Generation X
Israel,1999,female,16,10.55,G.I. Generation
Israel,1999,female,21,5.16,Silent
Israel,1999,female,12,2.74,Generation X
Israel,1999,female,15,2.06,Boomers
Israel,1999,female,7,1.34,Generation X
Israel,1999,male,6,1.03,Millenials
Israel,1999,female,0,0,Millenials
Israel,2000,male,39,35.28,G.I. Generation
Israel,2000,male,66,14.37,Generation X
Israel,2000,male,100,14.08,Boomers
Israel,2000,male,65,11.77,Generation X
Israel,2000,male,36,10.34,Silent
Israel,2000,female,13,8.13,G.I. Generation
Israel,2000,female,25,6.04,Silent
Israel,2000,female,15,3.29,Generation X
Israel,2000,female,24,3.2,Boomers
Israel,2000,female,10,1.89,Generation X
Israel,2000,male,1,0.17,Millenials
Israel,2000,female,0,0,Millenials
Israel,2001,male,38,33.34,Silent
Israel,2001,male,56,15.51,Silent
Israel,2001,male,76,13.63,Millenials
Israel,2001,male,94,12.97,Boomers
Israel,2001,male,58,12.11,Generation X
Israel,2001,female,17,10.15,Silent
Israel,2001,female,14,3.29,Silent
Israel,2001,female,24,3.13,Boomers
Israel,2001,female,9,1.9,Generation X
Israel,2001,female,9,1.68,Millenials
Israel,2001,female,2,0.35,Millenials
Israel,2001,male,1,0.17,Millenials
Israel,2002,male,28,23.9,Silent
Israel,2002,male,99,13.52,Boomers
Israel,2002,male,45,11.92,Silent
Israel,2002,male,59,11.89,Generation X
Israel,2002,male,60,10.68,Millenials
Israel,2002,female,14,8.07,Silent
Israel,2002,female,20,4.53,Silent
Israel,2002,female,31,4.01,Boomers
Israel,2002,female,14,2.59,Millenials
Israel,2002,female,10,2.04,Generation X
Israel,2002,female,2,0.34,Millenials
Israel,2002,male,0,0,Millenials
Israel,2003,male,28,23.31,Silent
Israel,2003,male,70,17.79,Silent
Israel,2003,male,125,16.9,Boomers
Israel,2003,male,57,11.18,Generation X
Israel,2003,male,62,10.95,Millenials
Israel,2003,female,10,5.59,Silent
Israel,2003,female,24,5.25,Silent
Israel,2003,female,25,3.21,Boomers
Israel,2003,female,8,1.59,Generation X
Israel,2003,female,5,0.92,Millenials
Israel,2003,male,3,0.48,Millenials
Israel,2003,female,0,0,Millenials
Israel,2004,male,30,24.38,Silent
Israel,2004,male,65,15.95,Silent
Israel,2004,male,66,12.67,Generation X
Israel,2004,male,90,12,Boomers
Israel,2004,male,68,11.91,Millenials
Israel,2004,female,16,8.7,Silent
Israel,2004,female,18,3.82,Silent
Israel,2004,female,30,3.8,Boomers
Israel,2004,female,14,2.72,Generation X
Israel,2004,female,11,2,Millenials
Israel,2004,female,2,0.33,Millenials
Israel,2004,male,1,0.16,Millenials
Israel,2005,male,35,27.69,Silent
Israel,2005,male,52,12.31,Silent
Israel,2005,male,93,12.22,Boomers
Israel,2005,female,23,12.17,Silent
Israel,2005,male,66,11.45,Millenials
Israel,2005,male,56,10.58,Generation X
Israel,2005,female,26,5.35,Silent
Israel,2005,female,42,5.26,Boomers
Israel,2005,female,16,3.06,Generation X
Israel,2005,female,13,2.35,Millenials
Israel,2005,male,2,0.31,Millenials
Israel,2005,female,1,0.16,Millenials
Israel,2006,male,22,16.96,Silent
Israel,2006,male,61,13.88,Silent
Israel,2006,male,84,10.87,Boomers
Israel,2006,male,61,10.48,Millenials
Israel,2006,male,51,9.52,Generation X
Israel,2006,female,13,6.73,Silent
Israel,2006,female,31,3.83,Boomers
Israel,2006,female,18,3.22,Millenials
Israel,2006,female,15,2.98,Silent
Israel,2006,female,10,1.89,Generation X
Israel,2006,female,1,0.16,Millenials
Israel,2006,male,0,0,Millenials
Israel,2007,male,29,21.9,Silent
Israel,2007,male,50,10.94,Silent
Israel,2007,male,85,10.82,Boomers
Israel,2007,male,51,9.41,Generation X
Israel,2007,male,45,7.66,Millenials
Israel,2007,female,7,3.56,Silent
Israel,2007,female,23,2.81,Boomers
Israel,2007,female,13,2.49,Silent
Israel,2007,female,10,1.86,Generation X
Israel,2007,female,10,1.77,Millenials
Israel,2007,male,3,0.45,Generation Z
Israel,2007,female,0,0,Generation Z
Israel,2008,male,43,31.82,Silent
Israel,2008,male,62,13.08,Silent
Israel,2008,male,65,10.97,Millenials
Israel,2008,male,80,10.01,Boomers
Israel,2008,male,42,7.65,Generation X
Israel,2008,female,11,5.48,Silent
Israel,2008,female,15,2.78,Silent
Israel,2008,female,11,2.03,Generation X
Israel,2008,female,14,1.68,Boomers
Israel,2008,female,7,1.23,Millenials
Israel,2008,female,2,0.31,Generation Z
Israel,2008,male,2,0.29,Generation Z
Israel,2009,male,23,16.27,Silent
Israel,2009,male,77,15.43,Silent
Israel,2009,male,67,12.02,Generation X
Israel,2009,male,91,10.87,Boomers
Israel,2009,male,48,8.04,Millenials
Israel,2009,female,22,3.91,Silent
Israel,2009,female,8,3.84,Silent
Israel,2009,female,32,3.69,Boomers
Israel,2009,female,18,3.24,Generation X
Israel,2009,female,13,2.27,Millenials
Israel,2009,male,4,0.59,Generation Z
Israel,2009,female,1,0.15,Generation Z
Israel,2010,male,40,27.48,Silent
Israel,2010,male,93,18.03,Silent
Israel,2010,male,119,13.92,Generation X
Israel,2010,male,77,13.72,Generation X
Israel,2010,male,63,10.49,Millenials
Israel,2010,female,9,4.22,Silent
Israel,2010,female,22,3.79,Silent
Israel,2010,female,33,3.74,Generation X
Israel,2010,female,10,1.73,Millenials
Israel,2010,female,9,1.61,Generation X
Israel,2010,female,3,0.45,Generation Z
Israel,2010,male,2,0.29,Generation Z
Israel,2011,male,44,29.16,Silent
Israel,2011,male,80,15.04,Boomers
Israel,2011,male,111,12.73,Generation X
Israel,2011,male,45,8.02,Millenials
Israel,2011,male,41,6.77,Millenials
Israel,2011,female,30,5.01,Boomers
Israel,2011,female,7,3.17,Silent
Israel,2011,female,16,2.86,Millenials
Israel,2011,female,22,2.45,Generation X
Israel,2011,female,12,2.06,Millenials
Israel,2011,male,1,0.14,Generation Z
Israel,2011,female,0,0,Generation Z
Israel,2012,male,33,21.32,Silent
Israel,2012,male,93,17.03,Boomers
Israel,2012,male,131,14.7,Generation X
Israel,2012,male,57,10.02,Millenials
Israel,2012,male,32,5.21,Millenials
Israel,2012,female,9,4.01,Silent
Israel,2012,female,24,3.92,Boomers
Israel,2012,female,17,3,Millenials
Israel,2012,female,13,2.21,Millenials
Israel,2012,female,18,1.96,Generation X
Israel,2012,male,3,0.41,Generation Z
Israel,2012,female,0,0,Generation Z
Israel,2013,male,34,21.24,Silent
Israel,2013,male,71,12.66,Boomers
Israel,2013,male,102,11.23,Generation X
Israel,2013,male,47,8.19,Millenials
Israel,2013,female,12,5.2,Silent
Israel,2013,male,30,4.81,Millenials
Israel,2013,female,23,3.67,Boomers
Israel,2013,female,26,2.79,Generation X
Israel,2013,female,15,2.63,Millenials
Israel,2013,male,7,0.95,Generation Z
Israel,2013,female,5,0.84,Millenials
Israel,2013,female,0,0,Generation Z
Israel,2014,male,32,19.4,Silent
Israel,2014,male,125,13.51,Generation X
Israel,2014,male,54,9.36,Boomers
Israel,2014,male,41,7.07,Millenials
Israel,2014,male,35,5.52,Millenials
Israel,2014,female,11,4.65,Silent
Israel,2014,female,24,3.72,Boomers
Israel,2014,female,29,3.05,Generation X
Israel,2014,female,13,2.26,Millenials
Israel,2014,female,10,1.65,Millenials
Israel,2014,male,7,0.93,Generation Z
Israel,2014,female,1,0.14,Generation Z
Israel,2015,male,30,17.77,Silent
Israel,2015,male,65,10.92,Boomers
Israel,2015,male,92,9.74,Generation X
Israel,2015,male,45,7.68,Millenials
Israel,2015,female,14,5.81,Silent
Israel,2015,male,35,5.43,Millenials
Israel,2015,female,17,2.56,Boomers
Israel,2015,female,13,2.23,Millenials
Israel,2015,female,20,2.07,Generation X
Israel,2015,female,8,1.3,Millenials
Israel,2015,male,2,0.26,Generation Z
Israel,2015,female,1,0.14,Generation Z
Italy,1985,male,542,48.93,G.I. Generation
Italy,1985,male,1307,26.18,G.I. Generation
Italy,1985,male,902,12.41,Silent
Italy,1985,female,239,12.18,G.I. Generation
Italy,1985,female,596,9.93,G.I. Generation
Italy,1985,male,361,9.08,Boomers
Italy,1985,male,249,5.22,Generation X
Italy,1985,female,382,5.11,Silent
Italy,1985,female,106,2.69,Boomers
Italy,1985,female,60,1.3,Generation X
Italy,1985,male,10,0.24,Generation X
Italy,1985,female,5,0.13,Generation X
Italy,1986,male,568,49.4,G.I. Generation
Italy,1986,male,1164,23.06,G.I. Generation
Italy,1986,male,929,12.77,Silent
Italy,1986,female,247,12.14,G.I. Generation
Italy,1986,female,582,9.61,G.I. Generation
Italy,1986,male,380,9.39,Boomers
Italy,1986,female,397,5.31,Silent
Italy,1986,male,237,4.94,Generation X
Italy,1986,female,97,2.42,Boomers
Italy,1986,female,72,1.55,Generation X
Italy,1986,male,15,0.38,Generation X
Italy,1986,female,3,0.08,Generation X
Italy,1987,male,563,47.11,G.I. Generation
Italy,1987,male,1146,22.48,G.I. Generation
Italy,1987,male,873,11.97,Silent
Italy,1987,female,248,11.73,G.I. Generation
Italy,1987,male,425,10.26,Boomers
Italy,1987,female,496,8.13,G.I. Generation
Italy,1987,male,245,5.1,Generation X
Italy,1987,female,343,4.58,Silent
Italy,1987,female,99,2.42,Boomers
Italy,1987,female,63,1.36,Generation X
Italy,1987,male,11,0.29,Generation X
Italy,1987,female,4,0.11,Generation X
Italy,1988,male,591,47.44,G.I. Generation
Italy,1988,male,1073,20.85,G.I. Generation
Italy,1988,female,244,11.08,G.I. Generation
Italy,1988,male,799,10.92,Silent
Italy,1988,male,385,9.07,Boomers
Italy,1988,female,512,8.34,G.I. Generation
Italy,1988,male,237,4.95,Generation X
Italy,1988,female,346,4.62,Silent
Italy,1988,female,115,2.75,Boomers
Italy,1988,female,65,1.41,Generation X
Italy,1988,male,10,0.27,Generation X
Italy,1988,female,4,0.11,Generation X
Italy,1989,male,564,43.64,G.I. Generation
Italy,1989,male,1048,20.15,G.I. Generation
Italy,1989,male,826,11.25,Silent
Italy,1989,male,433,9.94,Boomers
Italy,1989,female,217,9.49,G.I. Generation
Italy,1989,female,462,7.47,G.I. Generation
Italy,1989,male,243,5.12,Generation X
Italy,1989,female,321,4.27,Silent
Italy,1989,female,138,3.22,Boomers
Italy,1989,female,73,1.6,Generation X
Italy,1989,male,10,0.28,Generation X
Italy,1989,female,7,0.21,Generation X
Italy,1990,male,670,50.29,G.I. Generation
Italy,1990,male,980,18.61,G.I. Generation
Italy,1990,male,802,10.86,Silent
Italy,1990,male,443,9.89,Boomers
Italy,1990,female,224,9.5,G.I. Generation
Italy,1990,female,452,7.24,G.I. Generation
Italy,1990,male,275,5.88,Generation X
Italy,1990,female,317,4.2,Silent
Italy,1990,female,132,3.01,Boomers
Italy,1990,female,90,2,Generation X
Italy,1990,male,11,0.32,Generation X
Italy,1990,female,6,0.18,Generation X
Italy,1991,male,572,41.87,G.I. Generation
Italy,1991,male,1074,20.21,Silent
Italy,1991,male,846,11.47,Boomers
Italy,1991,male,448,10,Boomers
Italy,1991,female,231,9.63,G.I. Generation
Italy,1991,female,466,7.43,Silent
Italy,1991,male,258,5.66,Generation X
Italy,1991,female,336,4.47,Boomers
Italy,1991,female,142,3.23,Boomers
Italy,1991,female,70,1.6,Generation X
Italy,1991,male,8,0.24,Millenials
Italy,1991,female,2,0.06,Millenials
Italy,1992,male,564,40.4,G.I. Generation
Italy,1992,male,1062,19.7,Silent
Italy,1992,male,917,12.38,Boomers
Italy,1992,male,486,10.97,Boomers
Italy,1992,female,209,8.67,G.I. Generation
Italy,1992,female,466,7.39,Silent
Italy,1992,male,298,6.69,Generation X
Italy,1992,female,338,4.48,Boomers
Italy,1992,female,111,2.53,Boomers
Italy,1992,female,77,1.79,Generation X
Italy,1992,male,12,0.38,Millenials
Italy,1992,female,3,0.1,Millenials
Italy,1993,male,604,44.16,G.I. Generation
Italy,1993,male,1104,20.03,Silent
Italy,1993,male,957,12.87,Boomers
Italy,1993,male,527,11.73,Boomers
Italy,1993,female,208,8.72,G.I. Generation
Italy,1993,female,471,7.31,Silent
Italy,1993,male,304,6.99,Generation X
Italy,1993,female,303,4,Boomers
Italy,1993,female,130,2.93,Boomers
Italy,1993,female,59,1.4,Generation X
Italy,1993,male,20,0.66,Millenials
Italy,1993,female,10,0.34,Millenials
Italy,1994,male,585,43.98,G.I. Generation
Italy,1994,male,1065,18.81,Silent
Italy,1994,male,543,11.93,Boomers
Italy,1994,male,883,11.86,Boomers
Italy,1994,female,215,9.16,G.I. Generation
Italy,1994,male,313,7.38,Generation X
Italy,1994,female,397,6,Silent
Italy,1994,female,291,3.84,Boomers
Italy,1994,female,140,3.12,Boomers
Italy,1994,female,72,1.76,Generation X
Italy,1994,male,22,0.74,Millenials
Italy,1994,female,10,0.35,Millenials
Italy,1995,male,591,44.66,G.I. Generation
Italy,1995,male,1078,18.63,Silent
Italy,1995,male,960,12.87,Boomers
Italy,1995,male,488,10.62,Generation X
Italy,1995,female,199,8.46,G.I. Generation
Italy,1995,male,298,7.26,Generation X
Italy,1995,female,445,6.6,Silent
Italy,1995,female,310,4.09,Boomers
Italy,1995,female,120,2.65,Generation X
Italy,1995,female,64,1.61,Generation X
Italy,1995,male,15,0.52,Millenials
Italy,1995,female,1,0.04,Millenials
Italy,1996,male,536,38.67,G.I. Generation
Italy,1996,male,1102,18.87,Silent
Italy,1996,male,978,13.06,Boomers
Italy,1996,male,520,11.26,Generation X
Italy,1996,female,228,9.26,G.I. Generation
Italy,1996,male,310,7.8,Generation X
Italy,1996,female,468,6.9,Silent
Italy,1996,female,328,4.31,Boomers
Italy,1996,female,136,2.99,Generation X
Italy,1996,female,65,1.69,Generation X
Italy,1996,male,12,0.42,Millenials
Italy,1996,female,6,0.22,Millenials
Italy,1997,male,597,41.29,G.I. Generation
Italy,1997,male,1185,20.23,Silent
Italy,1997,male,910,12.03,Boomers
Italy,1997,male,524,11.32,Generation X
Italy,1997,male,326,8.5,Generation X
Italy,1997,female,207,8.06,G.I. Generation
Italy,1997,female,407,6.01,Silent
Italy,1997,female,302,3.93,Boomers
Italy,1997,female,157,3.44,Generation X
Italy,1997,female,68,1.83,Generation X
Italy,1997,female,6,0.22,Millenials
Italy,1997,male,5,0.18,Millenials
Italy,1998,male,646,42.97,G.I. Generation
Italy,1998,male,1085,18.48,Silent
